Idris 	9909482137	950255616	4011442176	0.0
Idris 	10027123841	950792192	4011388928	0.0
Idris 	10150102671	950906880	4011110400	0.0
Idris 	9978041073	949620736	4009889792	0.0
Idris 	9974505942	951648256	4011851776	0.0
Idris 	9989318300	952049664	4011073536	0.0
Idris 	10055540342	951545856	4011159552	0.0
Idris 	10076357735	949252096	4010831872	0.0
Idris 	10022065821	951828480	4011245568	0.0
Idris 	9928389155	950378496	4011565056	0.0
Idris 	9915534305	954388480	4011249664	0.0
Idris 	10092047550	952979456	4010430464	0.0
Idris 	9989774532	950042624	4011229184	0.0
Idris 	9928557722	950845440	4012818432	0.0
Idris 	10000875231	949301248	4010881024	0.0
Idris 	10059647304	948834304	4011397120	0.0
Idris 	10060893716	950263808	4011646976	0.0
Idris 	10278533435	949317632	4011487232	0.0
Idris 	10172818234	949694464	4011470848	0.0
Idris 	10104614368	951234560	4011438080	0.0
